system_prompt,user_prompt,raw_tagged_input,raw_structured_input_json,model,checkpoint,adapter_path,phase,pipeline,audio_name,audio_path,reference_transcript,predicted_transcript,raw_model_output,row_wer,row_cer,row_rouge_l,row_token_f1,generation_runtime_sec,audio_duration_sec,error
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000036_atco2_test-set-v3_en_LZIB_STEFANIK_Tower_118_3MHz_20210430_181207-B!000638-001060.wav,"{""audio_name"": ""000036_atco2_test-set-v3_en_LZIB_STEFANIK_Tower_118_3MHz_20210430_181207-B!000638-001060.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000036_atco2_test-set-v3_en_LZIB_STEFANIK_Tower_118_3MHz_20210430_181207-B!000638-001060.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000036_atco2_test-set-v3_en_LZIB_STEFANIK_Tower_118_3MHz_20210430_181207-B!000638-001060.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000036_atco2_test-set-v3_en_LZIB_STEFANIK_Tower_118_3MHz_20210430_181207-B!000638-001060.wav,start descending one thousand five hundred feet altitude oscar mike alfa golf echo,hotelented echo one thousand five hundred feet al kiliett oscarairi golf echo echo echo,hotelented echo one thousand five hundred feet al kiliett oscarairi golf echo echo echo,,,,,1.643196085933596,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000037_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_131433-A!000967-001463.wav,"{""audio_name"": ""000037_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_131433-A!000967-001463.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000037_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_131433-A!000967-001463.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000037_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_131433-A!000967-001463.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000037_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_131433-A!000967-001463.wav,oscar kilo uniform tango charlie dobry_den_(greet) praha radar identified,oscar kilo yan inform informatingango charlie to bi raha radar identified,oscar kilo yan inform informatingango charlie to bi raha radar identified,,,,,1.5090706730261445,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000038_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_041017-D!000009-000219.wav,"{""audio_name"": ""000038_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_041017-D!000009-000219.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000038_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_041017-D!000009-000219.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000038_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_041017-D!000009-000219.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000038_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_041017-D!000009-000219.wav,runway three four left cleared to land runway six forty three,airway three left cleared to land qantas six forty two,airway three left cleared to land qantas six forty two,,,,,1.053414518944919,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000039_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_144339-B!000000-000478.wav,"{""audio_name"": ""000039_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_144339-B!000000-000478.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000039_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_144339-B!000000-000478.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000039_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_144339-B!000000-000478.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000039_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_144339-B!000000-000478.wav,radar dobre odpoledne sky travel four three two papa passing nineteen hundred climbing to five thousand,ryanairbreavo nine good evening nineteen hundred cleared to five thousand,ryanairbreavo nine good evening nineteen hundred cleared to five thousand,,,,,1.1532469259109348,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000040_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_092412-A!000000-000564.wav,"{""audio_name"": ""000040_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_092412-A!000000-000564.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000040_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_092412-A!000000-000564.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000040_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_092412-A!000000-000564.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000040_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201028_092412-A!000000-000564.wav,oscar uniform romeo turn left heading two seven zero cleared for i_l_s approach runway two four,oscar uniform hotel and left heading two seven zero cleared for land runway two four,oscar uniform hotel and left heading two seven zero cleared for land runway two four,,,,,1.3659251739736646,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000041_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210430_224017-A!000000-000261.wav,"{""audio_name"": ""000041_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210430_224017-A!000000-000261.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000041_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210430_224017-A!000000-000261.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000041_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210430_224017-A!000000-000261.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000041_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210430_224017-A!000000-000261.wav,sydney tower good day qlink four zero two,sydney tower good day kil four zero two,sydney tower good day kil four zero two,,,,,0.8475831099785864,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000042_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210504_090653-B!000000-000324.wav,"{""audio_name"": ""000042_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210504_090653-B!000000-000324.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000042_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210504_090653-B!000000-000324.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000042_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210504_090653-B!000000-000324.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000042_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210504_090653-B!000000-000324.wav,runway one six right cleared to land qantas seventy seven zero one,oneway one six right cleared to land qantas seventy seven zero one,oneway one six right cleared to land qantas seventy seven zero one,,,,,1.1859070810023695,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000043_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210423_091530-D!000000-000204.wav,"{""audio_name"": ""000043_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210423_091530-D!000000-000204.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000043_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210423_091530-D!000000-000204.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000043_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210423_091530-D!000000-000204.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000043_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210423_091530-D!000000-000204.wav,zulu sierra go ahead,hotel zeroerra go ahead,hotel zeroerra go ahead,,,,,0.5601274501532316,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000044_atco2_test-set-v3_en_LSGS_SION_Ground_Control_121_7MHz_20210421_143604-E!000264-000310.wav,"{""audio_name"": ""000044_atco2_test-set-v3_en_LSGS_SION_Ground_Control_121_7MHz_20210421_143604-E!000264-000310.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000044_atco2_test-set-v3_en_LSGS_SION_Ground_Control_121_7MHz_20210421_143604-E!000264-000310.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000044_atco2_test-set-v3_en_LSGS_SION_Ground_Control_121_7MHz_20210421_143604-E!000264-000310.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000044_atco2_test-set-v3_en_LSGS_SION_Ground_Control_121_7MHz_20210421_143604-E!000264-000310.wav,hotel x-ray,three five,three five,,,,,0.3315222261007875,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000045_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210415_134749-A!000622-000849.wav,"{""audio_name"": ""000045_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210415_134749-A!000622-000849.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000045_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210415_134749-A!000622-000849.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000045_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210415_134749-A!000622-000849.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000045_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210415_134749-A!000622-000849.wav,hotel oscar foxtrot frequency change approved,hotel oscar foxtrot frequency change approved,hotel oscar foxtrot frequency change approved,,,,,0.8425805699080229,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000046_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_133125-A!000000-000484.wav,"{""audio_name"": ""000046_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_133125-A!000000-000484.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000046_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_133125-A!000000-000484.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000046_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_133125-A!000000-000484.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000046_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_133125-A!000000-000484.wav,hotel golf sierra roger i understood <hes> one touch and go than one circuit again touch and go then whiskey,hotel echo sierra roger i understood one touch and go then one circuit again touch good and whiskey,hotel echo sierra roger i understood one touch and go then one circuit again touch good and whiskey,,,,,1.6507524261251092,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000047_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_043414-B!000000-000208.wav,"{""audio_name"": ""000047_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_043414-B!000000-000208.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000047_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_043414-B!000000-000208.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000047_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_043414-B!000000-000208.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000047_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210502_043414-B!000000-000208.wav,sydney tower good day qantas five twenty nine,sydney tower good morning four two nine nine line one,sydney tower good morning four two nine nine line one,,,,,1.0089231377933174,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000048_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210413_160609-A!000000-000446.wav,"{""audio_name"": ""000048_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210413_160609-A!000000-000446.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000048_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210413_160609-A!000000-000446.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000048_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210413_160609-A!000000-000446.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000048_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210413_160609-A!000000-000446.wav,november mike alfa expect the i_l_s one four with romeo circling to runway three two,november mike golf expect the alais seven four with romo ascending to runway three,november mike golf expect the alais seven four with romo ascending to runway three,,,,,1.4450200330466032,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000049_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_145507-A!000000-000459.wav,"{""audio_name"": ""000049_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_145507-A!000000-000459.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000049_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_145507-A!000000-000459.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000049_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_145507-A!000000-000459.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000049_atco2_test-set-v3_en_LSZB_BERN_Tower_121_0MHz_20210413_145507-A!000000-000459.wav,hotel echo lima affirm remain on my frequency you are still within the t_m_a,hotel echo lima i_firm_mema remain on my frequency you're still within the_m_a,hotel echo lima i_firm_mema remain on my frequency you're still within the_m_a,,,,,1.6314627239480615,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000050_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210505_054947-A!000457-000716.wav,"{""audio_name"": ""000050_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210505_054947-A!000457-000716.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000050_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210505_054947-A!000457-000716.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000050_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210505_054947-A!000457-000716.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000050_atco2_test-set-v3_en_YSSY_SYDNEY_Tower_120_5MHz_20210505_054947-A!000457-000716.wav,fedex seventy seven heavy sydney tower good day,sevendney seven heavy city airway,sevendney seven heavy city airway,,,,,0.709616482956335,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000051_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_161349-A!000252-000693.wav,"{""audio_name"": ""000051_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_161349-A!000252-000693.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000051_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_161349-A!000252-000693.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000051_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_161349-A!000252-000693.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000051_atco2_test-set-v3_en_LKPR_RUZYNE_Radar_120_520MHz_20201026_161349-A!000252-000693.wav,c_s_a one delta zulu roger contact ruzyne tower one three four decimal five six zero,syerraz delta ziett contact ro_nhieta one three four decimal five six zero,syerraz delta ziett contact ro_nhieta one three four decimal five six zero,,,,,1.56032490497455,,
,Transcribe the English audio into text.,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000052_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210415_170152-D!000013-000798.wav,"{""audio_name"": ""000052_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210415_170152-D!000013-000798.wav"", ""audio_path"": ""/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000052_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210415_170152-D!000013-000798.wav"", ""user_prompt"": ""Transcribe the English audio into text.""}",Qwen3-Omni-30B-A3B-Instruct + native-TP LoRA,Qwen/Qwen3-Omni-30B-A3B-Instruct,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/qwen3_omni_atco2_tp_capacity_v10_4/full10ep/tp_adapter,Post-FT Evaluation,ASR Only,000052_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210415_170152-D!000013-000798.wav,/home/smgreen1/PycharmProjects/GEN_ATC_LLM_Scripts/Datasets/Y3/finetune_audio_cache/atco2_1hr/test/000052_atco2_test-set-v3_en_LSZB_BERN_Approach_127_3MHz_20210415_170152-D!000013-000798.wav,oscar oscar papa charlie kilo it's for i_f_r fly to echo bravo charlie india we have information delta it is for startup and i_f_r clearance,oscar papa at charlie kilo which for a_f_a flight echo echo bravo charlie india we have information delta itz or70 apr and iaf_q_lair,oscar papa at charlie kilo which for a_f_a flight echo echo bravo charlie india we have information delta itz or70 apr and iaf_q_lair,,,,,2.9585222769528627,,
